RDO:;RDO NO.  10  BONTOC, MT. PROVINCE;;
CITY/MUNICIPALITY:;NATONIN;;
BARANGAY:;SALIOK;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;15.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;20.00
CITY/MUNICIPALITY:;NATONIN;;
BARANGAY:;SANTA ISABEL;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;20.00
CITY/MUNICIPALITY:;NATONIN;;
BARANGAY:;TONGLAYAN;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;18.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;ANONAT;;
ALL LOTS;;RR;20.00
ALL LOTS;;A1;20.00
ALL LOTS;;A2;20.00
ALL LOTS;INTERIOR;RR;15.00
ALL LOTS;INTERIOR;A15;12.50
ALL LOTS;INTERIOR;A16;40.00
ALL LOTS;INTERIOR;A25;17.50
ALL LOTS;INTERIOR;A29;20.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BACARRI;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;40.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;12.50
ALL LOTS;;A25;15.00
ALL LOTS;;A29;17.50
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A16;50.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BANANAO;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;12.50
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A16;50.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BANTAY;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;12.50
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A16;20.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BUNOT;;
ALL LOTS;;RR;20.00
ALL LOTS;;A1;20.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;8.00
ALL LOTS;;A16;20.00
ALL LOTS;;A25;12.50
ALL LOTS;;A29;20.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BURINGAL;;
ALL LOTS;;RR;20.00
ALL LOTS;;A1;20.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;8.00
ALL LOTS;;A16;20.00
ALL LOTS;;A25;12.50
ALL LOTS;;A29;20.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;BUTIGUE;;
ALL LOTS;;RR;40.00
ALL LOTS;;A1;55.00
ALL LOTS;;A2;17.50
ALL LOTS;;A15;8.00
ALL LOTS;;A25;17.50
ALL LOTS;;A29;50.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A16;50.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;PALITUD;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;20.00
ALL LOTS;;A15;10.00
ALL LOTS;;A25;20.00
ALL LOTS;;A29;47.50
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A16;50.00
CITY/MUNICIPALITY:;PARACELIS (PARACALES);;
BARANGAY:;POBLACION;;
ALL LOTS;;RR;40.00
ALL LOTS;;CR;50.00
ALL LOTS;;A1;55.00
ALL LOTS;;A2;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A15;10.00
ALL LOTS;INTERIOR;A16;50.00
ALL LOTS;INTERIOR;A25;17.50
ALL LOTS;INTERIOR;A29;50.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;BAO-ANGAN;;
ALL LOTS;;RR;100.00
ALL LOTS;;CR;110.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;33.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;90.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.00
ALL LOTS;INTERIOR;A29;27.00
ALL LOTS;INTERIOR;A47;27.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;BUN-AYAN;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;38.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;32.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;42.00
ALL LOTS;INTERIOR;A25;25.00
ALL LOTS;INTERIOR;A29;28.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;BUSA;;
ALL LOTS;;RR;75.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;40.00
ALL LOTS;INTERIOR;RR;70.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;CAMATAGAN;;
ALL LOTS;;RR;75.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;40.00
ALL LOTS;INTERIOR;RR;70.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
;;;
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;CAPINITAN;;
ALL LOTS;;RR;75.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;40.00
ALL LOTS;INTERIOR;RR;70.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;DATA;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;27.50
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;30.00
ALL LOTS;;A47;25.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;32.00
ALL LOTS;INTERIOR;A25;8.00
ALL LOTS;INTERIOR;A29;25.00
ALL LOTS;INTERIOR;A47;20.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;GAYANG;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;27.50
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;30.00
ALL LOTS;;A47;25.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;32.00
ALL LOTS;INTERIOR;A25;8.00
ALL LOTS;INTERIOR;A29;25.00
ALL LOTS;INTERIOR;A47;20.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;LAGAN;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;38.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;32.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;42.00
ALL LOTS;INTERIOR;A25;25.00
ALL LOTS;INTERIOR;A29;28.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;LESEB;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;INTERIOR;A1;15.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;NAMATEC;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;38.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;32.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;42.00
ALL LOTS;INTERIOR;A25;25.00
ALL LOTS;INTERIOR;A29;28.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;NAPUA;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;38.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;32.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;42.00
ALL LOTS;INTERIOR;A25;25.00
ALL LOTS;INTERIOR;A29;28.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;PINGAD;;
ALL LOTS;;RR;100.00
ALL LOTS;;CR;110.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;33.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;90.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.00
ALL LOTS;INTERIOR;A29;27.00
ALL LOTS;INTERIOR;A47;27.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;POBLACION;;
ALL LOTS;;RR;110.00
ALL LOTS;;CR;110.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;33.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;90.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.00
ALL LOTS;INTERIOR;A29;27.00
ALL LOTS;INTERIOR;A47;27.00
;;;
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;SUPANG;;
ALL LOTS;;RR;75.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;40.00
ALL LOTS;INTERIOR;RR;70.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
CITY/MUNICIPALITY:;SABANGAN;;
BARANGAY:;TAMBINGAN;;
ALL LOTS;;RR;75.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;40.00
ALL LOTS;INTERIOR;RR;70.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;ANABEL;;
ALL LOTS;;RR;30.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;7.50
ALL LOTS;;A25;9.50
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;A1;25.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;BEKIGAN;;
ALL LOTS;;RR;30.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;7.50
ALL LOTS;;A25;9.50
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;A1;25.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;BELIWAG;;
ALL LOTS;;RR;30.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;7.50
ALL LOTS;;A25;9.50
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;A1;25.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;BETWAGAN;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;DEMANG;;
ALL LOTS;;RR;40.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;POBLACION;;
ALL LOTS;;RR;65.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
ALL LOTS;INTERIOR;RR;60.00
ALL LOTS;INTERIOR;A1;25.00
CITY/MUNICIPALITY:;SADANGA;;
BARANGAY:;SACLIT;;
ALL LOTS;;RR;40.00
ALL LOTS;;A1;30.00
ALL LOTS;;A15;8.00
ALL LOTS;;A25;10.00
ALL LOTS;;A29;20.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;AGUID;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;AMBASING;;
ALL LOTS;;RR;80.00
ALL LOTS;;CR;160.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;47.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;75.00
ALL LOTS;INTERIOR;A1;42.50
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;43.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;ANKILENG;;
ALL LOTS;;RR;25.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;ANTADAO;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;BALUGAN;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;BANGAAN;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;DAGDAG;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;DEMANG;;
ALL LOTS;;RR;45.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;FIDELISAN;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;KILONG;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;MADONGO;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;NACAGANG;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;PIDE;;
ALL LOTS;;RR;45.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;POBLACION;;
ALL LOTS;;RR;115.00
ALL LOTS;;CR;160.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;47.50
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;75.00
ALL LOTS;INTERIOR;A1;42.50
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;43.50
ALL LOTS;INTERIOR;A47;25.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;SUYO;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;TACCONG;;
ALL LOTS;;RR;115.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;40.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;10.00
ALL LOTS;;A29;40.00
ALL LOTS;;A47;45.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;45.00
ALL LOTS;INTERIOR;A25;8.50
ALL LOTS;INTERIOR;A29;35.00
ALL LOTS;INTERIOR;A47;45.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;TANULONG;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;TETEP-AN NORTE;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;SAGADA;;
BARANGAY:;TETEP-AN SUR;;
ALL LOTS;;RR;70.00
ALL LOTS;;A1;50.00
ALL LOTS;;A2;26.00
ALL LOTS;;A15;5.00
ALL LOTS;;A25;8.50
ALL LOTS;;A29;25.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;20.00
ALL LOTS;INTERIOR;A1;29.00
ALL LOTS;INTERIOR;A25;7.00
ALL LOTS;INTERIOR;A29;23.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;BALAOA;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;12.50
ALL LOTS;;A29;21.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;30.00
ALL LOTS;INTERIOR;A1;24.50
ALL LOTS;INTERIOR;A25;10.00
ALL LOTS;INTERIOR;A27;15.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;BANA-AO;;
ALL LOTS;;RR;30.00
ALL LOTS;;A;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;12.50
ALL LOTS;;A27;20.00
ALL LOTS;;A47;20.00
ALL LOTS;INTERIOR;RR;30.00
ALL LOTS;INTERIOR;A1;24.50
ALL LOTS;INTERIOR;A25;10.00
ALL LOTS;INTERIOR;A27;15.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;BANTEY;;
ALL LOTS;;RR;40.00
ALL LOTS;;A;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;12.50
ALL LOTS;;A27;20.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;30.00
ALL LOTS;INTERIOR;A1;24.50
ALL LOTS;INTERIOR;A25;10.00
ALL LOTS;INTERIOR;A27;15.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;BATAYAN;;
ALL LOTS;;RR;45.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;11.00
ALL LOTS;;A29;19.00
ALL LOTS;;A47;24.00
ALL LOTS;INTERIOR;RR;40.00
ALL LOTS;INTERIOR;A1;32.50
ALL LOTS;INTERIOR;A25;7.50
ALL LOTS;INTERIOR;A29;17.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;BUNGA;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;11.00
ALL LOTS;;A29;19.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;40.00
ALL LOTS;INTERIOR;A1;32.50
ALL LOTS;INTERIOR;A25;7.50
ALL LOTS;INTERIOR;A29;17.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;CADAD-ANAN;;
ALL LOTS;;RR;45.00
ALL LOTS;;A;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;12.50
ALL LOTS;;A27;20.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;30.00
ALL LOTS;INTERIOR;A1;24.50
ALL LOTS;INTERIOR;A25;10.00
ALL LOTS;INTERIOR;A27;15.00
ALL LOTS;INTERIOR;A47;18.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;CAGUBATAN;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;12.50
ALL LOTS;;A29;27.00
ALL LOTS;;A47;22.00
ALL LOTS;INTERIOR;RR;50.00
ALL LOTS;INTERIOR;A1;26.50
ALL LOTS;INTERIOR;A25;10.00
ALL LOTS;INTERIOR;A29;19.00
ALL LOTS;INTERIOR;A47;19.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;DACUDAC;;
ALL LOTS;;RR;45.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;11.00
ALL LOTS;;A29;19.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;40.00
ALL LOTS;INTERIOR;A1;32.50
ALL LOTS;INTERIOR;A25;7.50
ALL LOTS;INTERIOR;A29;17.00
ALL LOTS;INTERIOR;A47;18.00
;;;
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;DUAGAN;;
ALL LOTS;;RR;20.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;5.50
ALL LOTS;;A25;9.00
ALL LOTS;;A29;20.00
ALL LOTS;;A47;20.00
CITY/MUNICIPALITY:;TADIAN;;
BARANGAY:;KAYAN EAST;;
ALL LOTS;;RR;55.00
ALL LOTS;;A1;50.00
ALL LOTS;;A15;6.00
ALL LOTS;;A25;11.00
ALL LOTS;;A29;25.00
ALL LOTS;;A47;30.00
ALL LOTS;INTERIOR;RR;55.00
