RDO:;RDO NO. 34 - PACO - PANDACAN - STA. ANA;;;(FORMERLY RDO NO.  25  -  SOUTH MANILA);
BARANGAY:;BARANGAY  687 ZONE  75;;;;
A LINAO (DART);P GIL - J NAKPIL;CR;8,200.00;;
ENRIQUEZ;SINGALONG - A LINAO;RR;3,400.00;;
J NAKPIL;;CR;8,800.00;;
P GIL;SINGALONG - A LINAO;CR;20,000.00;;
SINGALONG;;RR;6,000.00;;
SINGALONG;;CR;12,000.00;;
SINGALONG;;RC;20,000.00;;
ALL OTHER STREETS;;RR;3,400.00;;
ALL OTHER STREETS;;CR;8,200.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  688 ZONE  75;;;;
A LINAO (DART);J NAKPIL - P QUIRINO;CR;7,600.00;;
J NAKPIL;SINGALONG - A LINAO;RR;5,100.00;;
P QUIRINO AVE;SINGALONG - J NAKPIL;CR;12,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;RR;6,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;CR;12,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;RC;20,000.00;;
ALL OTHER STREETS;;RR;5,100.00;;
ALL OTHER STREETS;;CR;7,600.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  689 ZONE  75;;;;
E FERNANDEZ (SAN MARCELINO);J NAKPIL - P QUIRINO;RR;6,000.00;;
E FERNANDEZ (SAN MARCELINO);J NAKPIL - P QUIRINO;CR;12,000.00;;
J NAKPIL;E FERNANDEZ - SINGALONG;RR;6,000.00;;
KANSAS;J NAKPIL - P QUIRINO;RR;4,400.00;;
KANSAS;J NAKPIL - P QUIRINO;CR;9,400.00;;
MODESTO;J NAKPIL - P QUIRINO;RR;4,400.00;;
P QUIRINO;E FERNANDEZ - SINGALONG;CR;12,000.00;;
REMEDIOS;;RR;6,000.00;;
REMEDIOS;;CR;12,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;RR;6,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;CR;12,000.00;;
SINGALONG;J NAKPIL - P QUIRINO;RC;20,000.00;;
ALL OTHER STREETS;;RR;4,400.00;;
ALL OTHER STREETS;;CR;9,400.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  690 ZONE  75;;;;
E FERNANDEZ (SAN MARCELINO);J NAKPIL - REMEDIOS;RR;6,000.00;;
E FERNANDEZ (SAN MARCELINO);J NAKPIL - REMEDIOS;CR;12,000.00;;
F AGONCILLO;J NAKPIL - REMEDIOS;RR;6,000.00;;
F AGONCILLO;J NAKPIL - REMEDIOS;CR;12,000.00;;
J NAKPIL;F AGONCILLO - FERNANDEZ;RR;6,000.00;;
REMEDIOS;F AGONCILLO - FERNANDEZ;RR;6,000.00;;
REMEDIOS;F AGONCILLO - FERNANDEZ;CR;12,000.00;;
SAN PASCUAL;J NAKPIL - REMEDIOS;RR;4,400.00;;
BARANGAY:;BARANGAY  691 ZONE  75;;;;
E FERNANDEZ (SAN MARCELINO);REMEDIOS - P QUIRINO;RR;6,000.00;;
E FERNANDEZ (SAN MARCELINO);REMEDIOS - P QUIRINO;CR;12,000.00;;
F AGONCILLO;REMEDIOS - P QUIRINO;RR;6,000.00;;
F AGONCILLO;REMEDIOS - P QUIRINO;CR;12,000.00;;
P QUIRINO AVENUE;F AGONCILLO - FERNANDEZ;CR;12,000.00;;
REMEDIOS;J NAKPIL - FERNANDEZ;RR;6,000.00;;
REMEDIOS;J NAKPIL - FERNANDEZ;CR;12,000.00;;
SAN PASCUAL;REMEDIOS - P QUIRINO;RR;4,400.00;;
BARANGAY:;BARANGAY  692 ZONE  75;;;;
F AGONCILLO;REMEDIOS - P QUIRINO;RR;6,000.00;;
F AGONCILLO;REMEDIOS - P QUIRINO;CR;12,000.00;;
LEON GUINTO SR;REMEDIOS - P QUIRINO;RR;6,000.00;;
LEON GUINTO SR;REMEDIOS - P QUIRINO;CR;12,000.00;;
P QUIRINO AVENUE;TAFT AVE - F AGONCILLO;CR;12,000.00;;
REMEDIOS;TAFT AVE - F AGONCILLO;RR;6,000.00;;
REMEDIOS;TAFT AVE - F AGONCILLO;CR;12,000.00;;
SAN ANTONIO;REMEDIOS - P QUIRINO;RR;3,750.00;;
TAFT AVENUE;REMEDIOS - P QUIRINO;CR;25,000.00;;
TAFT AVENUE;REMEDIOS - P QUIRINO;X;7,700.00;;
BARANGAY:;BARANGAY  693 ZONE  75;;;;
F AGONCILLO;J NAKPIL - REMEDIOS;RR;6,000.00;;
F AGONCILLO;J NAKPIL - REMEDIOS;CR;12,000.00;;
J NAKPIL;TAFT AVE - F AGONCILLO;RR;6,000.00;;
J NAKPIL;TAFT AVE - F AGONCILLO;CR;12,000.00;;
LEON GUINTO SR;J NAKPIL - REMEDIOS;RR;6,000.00;;
LEON GUINTO SR;J NAKPIL - REMEDIOS;CR;12,000.00;;
REMEDIOS;TAFT AVE - F AGONCILLO;RR;6,000.00;;
REMEDIOS;TAFT AVE - F AGONCILLO;CR;12,000.00;;
SAN PEDRO;J NAKPIL - REMEDIOS;RR;3,750.00;;
TAFT AVENUE;J NAKPIL - REMEDIOS;CR;25,000.00;;
TAFT AVENUE;J NAKPIL - REMEDIOS;X;7,700.00;;
BARANGAY:;BARANGAY  694 ZONE  75;;;;
E FERNANDEZ (SAN MARCELINO);P GIL - J NAKPIL;RR;6,000.00;;
E FERNANDEZ (SAN MARCELINO);P GIL - J NAKPIL;CR;12,000.00;;
F AGONCILLO;P GIL - J NAKPIL;RR;6,000.00;;
F AGONCILLO;P GIL - J NAKPIL;CR;12,000.00;;
GEN MALVAR;TAFT AVE - E FERNANDEZ;RR;6,000.00;;
J NAKPIL;TAFT AVE - E FERNANDEZ;RR;6,000.00;;
J NAKPIL;TAFT AVE - E FERNANDEZ;CR;12,000.00;;
LEON GUINTO SR.;P GIL - J NAKPIL;RR;6,000.00;;
LEON GUINTO SR.;P GIL - J NAKPIL;CR;12,000.00;;
PEDRO GIL;TAFT AVE - E FERNANDEZ;CR;20,000.00;;
SAN PEDRO;GEN MALVAR - J NAKPIL;RR;3,750.00;;
SAN PEDRO;GEN MALVAR - J NAKPIL;CR;7,600.00;;
TAFT AVENUE;P GIL - J NAKPIL;CR;25,000.00;;
TAFT AVENUE;P GIL - J NAKPIL;X;7,700.00;;
BARANGAY:;BARANGAY  695 ZONE  75;;;;
E FERNANDEZ (SAN MARCELINO);P GIL - J NAKPIL;RR;6,000.00;;
E FERNANDEZ (SAN MARCELINO);P GIL - J NAKPIL;CR;12,000.00;;
GEN MALVAR;E FERNANDEZ - SINGALONG;RR;6,000.00;;
J NAKPIL;E FERNANDEZ - SINGALONG;RR;6,000.00;;
J NAKPIL;E FERNANDEZ - SINGALONG;CR;12,000.00;;
KANSAS;P GIL - J NAKPIL;RR;6,000.00;;
KANSAS;P GIL - J NAKPIL;CR;12,000.00;;
PEDRO GIL;E FERNANDEZ - SINGALONG;CR;20,000.00;;
SINGALONG;P GIL - J NAKPIL;RR;6,000.00;;
SINGALONG;P GIL - J NAKPIL;CR;12,000.00;;
SINGALONG;P GIL - J NAKPIL;RC;20,000.00;;
BARANGAY:;BARANGAY  696 ZONE  76;;;;
DR VASQUEZ;P GIL - REMEDIOS;CR;10,000.00;;
DR VASQUEZ;P GIL - REMEDIOS;RC;15,000.00;;
GEN MALVAR;DR. VASQUEZ - TAFT AVE;RR;6,000.00;;
INDIANA;P GIL - REMEDIOS;RR;6,000.00;;
INDIANA;P GIL - REMEDIOS;CR;12,000.00;;
J NAKPIL;DR. VASQUEZ - TAFT AVE;RR;6,000.00;;
J NAKPIL;DR. VASQUEZ - TAFT AVE;CR;12,000.00;;
J NAKPIL;DR. VASQUEZ - TAFT AVE;RC;20,000.00;;
J NAKPIL;P GIL - REMEDIOS;RR;6,000.00;;
J NAKPIL;P GIL - REMEDIOS;CR;15,000.00;;
J NAKPIL;P GIL - REMEDIOS;X;7,000.00;;
BARANGAY:;BARANGAY  697 ZONE  76;;;;
DR. VASQUEZ;P GIL - REMEDIOS;CR;10,000.00;;
DR. VASQUEZ;P GIL - REMEDIOS;RC;15,000.00;;
GEN MALVAR;M Y OROSA - DR VASQUEZ;RR;6,000.00;;
GEN MALVAR;M Y OROSA - DR VASQUEZ;CR;12,000.00;;
J NAKPIL;M Y OROSA - DR VASQUEZ;RR;6,000.00;;
J NAKPIL;M Y OROSA - DR VASQUEZ;CR;12,000.00;;
MA. GUERRERO;P GIL - REMEDIOS;CR;10,000.00;;
MARIA OROSA;P GIL - REMEDIOS;RR;10,000.00;;
MARIA OROSA;P GIL - REMEDIOS;CR;20,000.00;;
MARIA OROSA;P GIL - REMEDIOS;RC;20,000.00;;
P GIL;M Y OROSA - DR VASQUEZ;CR;20,000.00;;
REMEDIOS;M Y OROSA - DR VASQUEZ;RR;6,000.00;;
REMEDIOS;M Y OROSA - DR VASQUEZ;CR;12,000.00;;
ALL OTHER STREETS;;RR;6,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  698 ZONE  76;;;;
ALONSO;M ADRIATICO - J BOCOBO;CR;12,000.00;;
GEN MALVAR;M ADRIATICO - MA OROSA;RR;6,000.00;;
GEN MALVAR;M ADRIATICO - MA OROSA;CR;10,000.00;;
J C BOCOBO;P GIL - REMEDIOS;CR;20,000.00;;
J NAKPIL;M ADRIATICO - MA OROSA;RR;6,000.00;;
J NAKPIL;M ADRIATICO - MA OROSA;CR;12,000.00;;
M ADRIATICO;P GIL - REMEDIOS;RR;10,000.00;;
M ADRIATICO;P GIL - REMEDIOS;CR;20,000.00;;
M ADRIATICO;P GIL - REMEDIOS;RC;20,000.00;;
MARIA OROSA;P GIL - REMEDIOS;RR;10,000.00;;
MARIA OROSA;P GIL - REMEDIOS;CR;20,000.00;;
MARIA OROSA;P GIL - REMEDIOS;RC;20,000.00;;
P GIL;M ADRIATICO - MA OROSA;CR;20,000.00;;
REMEDIOS;M ADRIATICO - MA OROSA;RR;6,000.00;;
REMEDIOS;M ADRIATICO - MA OROSA;CR;12,000.00;;
BARANGAY:;BARANGAY  699 ZONE  77;;;;
A. MABINI;P GIL - REMEDIOS;RR;10,000.00;;
A. MABINI;P GIL - REMEDIOS;CR;25,000.00;;
A. MABINI;P GIL - REMEDIOS;RC;20,000.00;;
ALONSO;A MABINI - M ADRIATICO;CR;7,600.00;;
DR. J. QUINTOS SR;ROXAS BLVD - A MABINI;CR;7,600.00;;
M ADRIATICO;P GIL - REMEDIOS;RR;10,000.00;;
M ADRIATICO;P GIL - REMEDIOS;CR;20,000.00;;
M ADRIATICO;P GIL - REMEDIOS;RC;20,000.00;;
MH DEL PILAR;P GIL - REMEDIOS;CR;25,000.00;;
P GIL;ROXAS BLVD - M ADRIATICO;CR;20,000.00;;
PASAJE DEL CARMEN;ROXAS BLVD - M H DEL PILAR;CR;7,600.00;;
REMEDIOS;ROXAS BLVD - M ADRIATICO;RR;6,000.00;;
REMEDIOS;ROXAS BLVD - M ADRIATICO;CR;12,000.00;;
REMEDIOS EXTENSION;;CR;10,000.00;;
ROXAS BLVD;P GIL - REMEDIOS;CR;35,000.00;;
ROXAS BLVD;P GIL - REMEDIOS;RC;25,000.00;;
SINAGOGA;M H DEL PILAR - A MABINI;CR;8,100.00;;
BARANGAY:;BARANGAY  700 ZONE  77;;;;
A MABINI;REMEDIOS - SAN ANDRES;RR;10,000.00;;
A MABINI;REMEDIOS - SAN ANDRES;CR;25,000.00;;
A MABINI;REMEDIOS - SAN ANDRES;RC;20,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;RR;10,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;CR;20,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;RC;20,000.00;;
M H DEL PILAR;REMEDIOS - SAN ANDRES;RR;10,000.00;;
M H DEL PILAR;REMEDIOS - SAN ANDRES;CR;25,000.00;;
REMEDIOS;ROXAS BLVD - M ADRIATICO;RR;6,000.00;;
REMEDIOS;ROXAS BLVD - M ADRIATICO;CR;12,000.00;;
ROXAS BLVD;REMEDIOS - SAN ANDRES;CR;35,000.00;;
ROXAS BLVD;REMEDIOS - SAN ANDRES;RC;25,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;RR;6,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;CR;12,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;RC;20,000.00;;
BARANGAY:;BARANGAY  701 ZONE  77;;;;
A MABINI;SAN ANDRES - P QUIRINO;RR;10,000.00;;
A MABINI;SAN ANDRES - P QUIRINO;CR;25,000.00;;
A MABINI;SAN ANDRES - P QUIRINO;RC;20,000.00;;
AGUIDA;M H DEL PILAR - END;RR;3,750.00;;
AGUIDA;M H DEL PILAR - END;CR;7,600.00;;
ALDECO;ROXAS BLVD - M H DEL PILAR;CR;8,800.00;;
CORTABITARTE;;CR;9,900.00;;
M ADRIATICO;SAN ANDRES - P QUIRINO;RR;6,000.00;;
M ADRIATICO;SAN ANDRES - P QUIRINO;CR;12,000.00;;
M ADRIATICO;SAN ANDRES - P QUIRINO;RC;20,000.00;;
M H DEL PILAR;SAN ANDRES - P QUIRINO;RR;10,000.00;;
M H DEL PILAR;SAN ANDRES - P QUIRINO;CR;20,000.00;;
P QUIRINO AVENUE;ROXAS BLVD - M ADRIATICO;CR;20,000.00;;
ROXAS BLVD;SAN ANDRES - P QUIRINO;CR;35,000.00;;
ROXAS BLVD;SAN ANDRES - P QUIRINO;RC;25,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;RR;6,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;CR;12,000.00;;
SAN ANDRES;ROXAS BLVD - M ADRIATICO;RC;20,000.00;;
BARANGAY:;BARANGAY  702 ZONE  77;;;;
J C BOCOBO;REMEDIOS - SAN ANDRES;CR;20,000.00;;
L. MA. GUERRERO;REMEDIOS - SAN ANDRES;CR;12,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;RR;10,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;CR;20,000.00;;
M ADRIATICO;REMEDIOS - SAN ANDRES;RC;20,000.00;;
MARIA OROSA;REMEDIOS - SAN ANDRES;RR;10,000.00;;
MARIA OROSA;REMEDIOS - SAN ANDRES;CR;25,000.00;;
MARIA OROSA;REMEDIOS - SAN ANDRES;RC;20,000.00;;
REMEDIOS;M ADRIATICO - GUERRERO;RR;6,000.00;;
REMEDIOS;M ADRIATICO - GUERRERO;CR;12,000.00;;
SAN ANDRES;M ADRIATICO - GUERRERO;RR;6,000.00;;
SAN ANDRES;M ADRIATICO - GUERRERO;CR;12,000.00;;
SAN ANDRES;M ADRIATICO - GUERRERO;RC;20,000.00;;
BARANGAY:;BARANGAY  703 ZONE  77;;;;
DR. VASQUEZ;REMEDIOS - P QUIRINO;RR;6,000.00;;
DR. VASQUEZ;REMEDIOS - P QUIRINO;CR;12,000.00;;
DR. VASQUEZ;REMEDIOS - P QUIRINO;RC;20,000.00;;
INDIANA;REMEDIOS - P QUIRINO;RR;6,000.00;;
INDIANA;REMEDIOS - P QUIRINO;CR;12,000.00;;
L. MA. GUERRERO;REMEDIOS - P QUIRINO;RR;6,000.00;;
L. MA. GUERRERO;REMEDIOS - P QUIRINO;CR;12,000.00;;
REMEDIOS;L M GUERRERO - TAFT AVE;RR;6,000.00;;
REMEDIOS;L M GUERRERO - TAFT AVE;CR;12,000.00;;
SAN ANDRES;L M GUERRERO - TAFT AVE;RR;6,000.00;;
SAN ANDRES;L M GUERRERO - TAFT AVE;CR;12,000.00;;
SAN ANDRES;L M GUERRERO - TAFT AVE;RC;20,000.00;;
TAFT AVENUE;REMEDIOS - P QUIRINO;CR;25,000.00;;
BARANGAY:;BARANGAY  704 ZONE  77;;;;
AVELLA;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
M ADRIATICO;SAN ANDRES - P QUIRINO;RR;10,000.00;;
M ADRIATICO;SAN ANDRES - P QUIRINO;CR;20,000.00;;
M ADRIATICO;SAN ANDRES - P QUIRINO;RC;20,000.00;;
PRES. QUIRINO AVE;M ADRIATICO;CR;12,000.00;;
SAN ANDRES;M ADRIATICO;RR;5,000.00;;
SAN ANDRES;M ADRIATICO;CR;10,000.00;;
SAN ANDRES;M ADRIATICO;RC;20,000.00;;
ALL OTHER STREETS;;RR;5,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  705 ZONE  77;;;;
AVELLA;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
LEVERIZA;;RR;5,000.00;;
LEVERIZA;;CR;10,000.00;;
PRES QUIRINO;;RR;7,000.00;;
SAN ANDRES;;RR;5,000.00;;
SAN ANDRES;;CR;10,000.00;;
SAN ANDRES;;RC;20,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RR;5,000.00;;
ALL OTHER STREETS;;RC;10,000.00;;
BARANGAY:;BARANGAY  706 ZONE  77;;;;
LEVERIZA;;RR;5,000.00;;
LEVERIZA;;CR;10,000.00;;
PRES QUIRINO;TAFT AVENUE;CR;12,000.00;;
SAN ANDRES;TAFT AVENUE;RR;5,000.00;;
SAN ANDRES;TAFT AVENUE;CR;10,000.00;;
SAN ANDRES;TAFT AVENUE;RC;20,000.00;;
ALL OTHER STREETS;TAFT AVENUE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;TAFT AVENUE;RR;5,000.00;;
ALL OTHER STREETS;TAFT AVENUE;CR;10,000.00;;
ALL OTHER STREETS;TAFT AVENUE;RC;20,000.00;;
BARANGAY:;BARANGAY  707 ZONE  78;;;;
AGNO;;RR;3,400.00;;
BALINGIT;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
PRES QUIRINO AVENUE;;CR;12,000.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
ALL OTHER STREETS;;CR;12,000.00;;
BARANGAY:;BARANGAY  708 ZONE  78;;;;
PRES QUIRINO AVENUE;;CR;12,000.00;;
LAWIN;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;CR;12,000.00;;
BARANGAY:;BARANGAY  709 ZONE  78;;;;
AGNO;;RR;3,400.00;;
AGNO;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
LAWIN;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
P QUIRINO AVE;;CR;12,000.00;;
BARANGAY:;BARANGAY  710 ZONE  78;;;;
AGNO;LAWIN-ESTRELLA;RR;3,625.00;;
ESTRELLA;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,625.00;;
BARANGAY:;BARANGAY  711 ZONE  78;;;;
BALINGKIT;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  712 ZONE  78;;;;
AGNO;ESTRELLA;RR;3,400.00;;
BALINGKIT;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ESTRELLA;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
BARANGAY:;BARANGAY  713 ZONE  78;;;;
AGNO;ESTRELLA;RR;3,400.00;;
NOLI;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
BARANGAY:;BARANGAY  714 ZONE  78;;;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  715 ZONE  78;;;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  716 ZONE  78;;;;
AGNO;CASTRO - DAGONOY;RR;3,400.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
BARANGAY:;BARANGAY  717 ZONE  78;;;;
AGNO;CASTRO - DAGONOY;RR;3,400.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
BARANGAY:;BARANGAY  718 ZONE  78;;;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  719 ZONE  78;;;;
ASUNCION;P QUIRINO - M ADRIATICO;RR;3,400.00;;
M ADRIATICO;P QUIRINO - V CRUZ;RR;10,000.00;;
M ADRIATICO;P QUIRINO - V CRUZ;CR;20,000.00;;
M ADRIATICO;P QUIRINO - V CRUZ;RC;20,000.00;;
P QUIRINO AVE;M ADRIATICO;CR;12,000.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;3,400.00;;
ALL OTHER STREETS;;CR;20,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  720 ZONE  78;;;;
A MABINI;VITO CRUZ-BOUNDARY;RR;15,000.00;;
A MABINI;VITO CRUZ-BOUNDARY;CR;25,000.00;;
DONADA;VITO CRUZ-BOUNDARY;RR;3,100.00;;
LEVERIZA;VITO CRUZ-BOUNDARY;CR;5,900.00;;
MAYTUBIG;VITO CRUZ-BOUNDARY;RR;3,400.00;;
ROXAS BLVD;VITO CRUZ-BOUNDARY;CR;35,000.00;;
ROXAS BLVD;VITO CRUZ-BOUNDARY;RC;25,000.00;;
TAFT AVENUE;VITO CRUZ-BOUNDARY;CR;25,000.00;;
VITO CRUZ;ROXAS BLVD - TAFT AVE;CR;20,000.00;;
BARANGAY:;BARANGAY  721 ZONE  78;;;;
CASTRO;AGNO - TAFT AVE;CR;5,600.00;;
DAGONOY;AGNO - TAFT AVE;CR;8,100.00;;
PRES QUIRINO AVE;AGNO - TAFT AVE;CR;12,000.00;;
TAFT AVENUE;P QUIRINO - DAGONOY;CR;25,000.00;;
BARANGAY:;BARANGAY  722 ZONE  78;;;;
E FERNANDEZ;P QUIRINO - SAN ANDRES;RR;5,000.00;;
E FERNANDEZ;P QUIRINO - SAN ANDRES;CR;10,000.00;;
KANSAS;P QUIRINO - SAN ANDRES;RR;4,500.00;;
DESTO;P QUIRINO - SAN ANDRES;RR;4,100.00;;
PRES QUIRINO AVE;E FERNANDEZ - SINGALONG;CR;12,000.00;;
SAN ANDRES;E FERNANDEZ - SINGALONG;RR;5,000.00;;
SAN ANDRES;E FERNANDEZ - SINGALONG;CR;10,000.00;;
SAN ANDRES;E FERNANDEZ - SINGALONG;RC;20,000.00;;
SINGALONG;P QUIRINO - SAN ANDRES;RR;5,000.00;;
SINGALONG;P QUIRINO - SAN ANDRES;CR;10,000.00;;
SINGALONG;P QUIRINO - SAN ANDRES;RC;20,000.00;;
BARANGAY:;BARANGAY  723 ZONE  79;;;;
F AGONCILLO;P QUIRINO - SAN ANDRES;CR;8,200.00;;
E FERNANDEZ;P QUIRINO - SAN ANDRES;RR;6,000.00;;
E FERNANDEZ;P QUIRINO - SAN ANDRES;CR;12,000.00;;
P QUIRINO;TAFT AVE - E FERNANDEZ;CR;12,000.00;;
SAN ANDRES;TAFT AVE - E FERNANDEZ;RR;5,000.00;;
SAN ANDRES;TAFT AVE - E FERNANDEZ;CR;10,000.00;;
SAN ANDRES;TAFT AVE - E FERNANDEZ;RC;20,000.00;;
SAN PASCUAL;P QUIRINO - SAN ANDRES;RR;4,400.00;;
BARANGAY:;BARANGAY  724 ZONE  79;;;;
ARAGON;L GUINTO - SINGALONG;RR;2,400.00;;
FERMIN;P GALVAN - SINGALONG;RR;2,400.00;;
LEON GUINTO SR;SAN ANDRES - P GALVAN;RR;5,000.00;;
LEON GUINTO SR;SAN ANDRES - P GALVAN;CR;10,000.00;;
PASAJE GALVAN;L GUINTO - SINGALONG;RR;2,400.00;;
SAN ANDRES;P QUIRINO - SINGALONG;RR;5,000.00;;
SAN ANDRES;P QUIRINO - SINGALONG;CR;10,000.00;;
SAN ANDRES;P QUIRINO - SINGALONG;RC;20,000.00;;
SINGALONG;SAN ANDRES - FERMIN;RR;5,000.00;;
SINGALONG;SAN ANDRES - FERMIN;CR;10,000.00;;
SINGALONG;SAN ANDRES - FERMIN;RC;20,000.00;;
TAFT AVENUE;P QUIRINO;CR;25,000.00;;
BARANGAY:;BARANGAY  725 ZONE  79;;;;
LEON GUINTO SR;SAN ANDRES - P GALVAN;RR;5,000.00;;
LEON GUINTO SR;SAN ANDRES - P GALVAN;CR;10,000.00;;
SAN ANDRES;P QUIRINO - L GUINTO;RR;5,000.00;;
SAN ANDRES;P QUIRINO - L GUINTO;CR;10,000.00;;
SAN ANDRES;P QUIRINO - L GUINTO;RC;20,000.00;;
TAFT AVENUE;P QUIRINO - DAGONOY;CR;25,000.00;;
BARANGAY:;BARANGAY  726 ZONE  79;;;;
A FRANCISCO;L GUINTO - SINGALONG;RR;5,000.00;;
A FRANCISCO;L GUINTO - SINGALONG;CR;10,000.00;;
L GUINTO SR;P GALVAN - MALIGAYA;RR;5,000.00;;
L GUINTO SR;P GALVAN - MALIGAYA;CR;10,000.00;;
MALIGAYA;L GUINTO - SINGALONG;RR;2,700.00;;
PARIS;L GUINTO - SINGALONG;RR;2,700.00;;
PASAJE GALVAN;L GUINTO - SINGALONG;RR;2,400.00;;
SINGALONG;P GALVAN - MALIGAYA;RR;5,000.00;;
SINGALONG;P GALVAN - MALIGAYA;CR;10,000.00;;
SINGALONG;P GALVAN - MALIGAYA;RC;20,000.00;;
BARANGAY:;BARANGAY  727 ZONE  79;;;;
DAGONOY;L GUINTO - SINGALONG;RR;3,700.00;;
DEL CARMEN;KAP TICONG - SINGALONG;RR;2,700.00;;
ESTRADA;SINGALONG - TAFT AVE;RR;5,000.00;;
ESTRADA;SINGALONG - TAFT AVE;CR;10,000.00;;
KAPITAN TICONG;L GUINTO - SINGALONG;RR;2,700.00;;
L GUINTO;MALIGAYA - ESTRADA;RR;5,000.00;;
L GUINTO;MALIGAYA - ESTRADA;CR;10,000.00;;
MALIGAYA;L GUINTO - SINGALONG;RR;2,700.00;;
SAN ISIDRO;END - SINGALONG;RR;2,700.00;;
SINGALONG;MALIGAYA - ESTRADA;RR;5,000.00;;
SINGALONG;MALIGAYA - ESTRADA;CR;10,000.00;;
SINGALONG;MALIGAYA - ESTRADA;RC;20,000.00;;
TAFT AVENUE;ESTRADA - DAGONOY;CR;25,000.00;;
BARANGAY:;BARANGAY  728 ZONE  79;;;;
ESTRADA;TAFT AVE - SINGALONG;RR;5,000.00;;
ESTRADA;TAFT AVE - SINGALONG;CR;10,000.00;;
L GUINTO SR;ESTRADA - VITO CRUZ;RR;5,000.00;;
L GUINTO SR;ESTRADA - VITO CRUZ;CR;10,000.00;;
SINGALONG;ESTRADA - VITO CRUZ;RR;5,000.00;;
SINGALONG;ESTRADA - VITO CRUZ;CR;10,000.00;;
SINGALONG;ESTRADA - VITO CRUZ;RC;20,000.00;;
TAFT AVENUE;ESTRADA - VITO CRUZ;CR;25,000.00;;
VITO CRUZ;ESTRADA - VITO CRUZ;RR;5,000.00;;
