RDO:;RDO NO. 49 - NORTH MAKATI;;;Formerly (RDO. 32 Makati East);
PROVINCE:;NCR;;;;
CITY/MUNICIPALITY:;MAKATI CITY;;;;
BARANGAY:;BEL-AIR VILLAGE;;;;
AMAPOLA;;RR;8,000.00;;
AMAPOLA ZODIAC;;RR;8,000.00;;
ANTARES;MERCEDES;RR;8,000.00;;
ANZA;;RR;8,000.00;;
AQUARIUS;;RR;8,000.00;;
AQUARIUS;MERCEDES;RR;8,000.00;;
ARIES;;RR;8,000.00;;
ARTES;;RR;8,000.00;;
ASTERIOD;MERCEDES;RR;8,000.00;;
ASTRA;MERCEDES;RR;8,000.00;;
BADAJOS;;RR;8,000.00;;
CANOPUS;MERCEDES;RR;8,000.00;;
CECERES;;RR;8,000.00;;
CITYLAND CONDO;;RC;16,250.00;;
COMET;JUPITER;RR;8,000.00;;
CONSTELLATION;MAKATI AVE;RR;8,000.00;;
DAPO;;RR;8,000.00;;
DURBAN;;RR;8,000.00;;
EBRO;;RR;8,000.00;;
FELIPE;MERCEDES;RR;8,000.00;;
GALAXY;BUENDIA AVE;RR;8,000.00;;
HERCULES;MAKATI AVE;RR;8,000.00;;
HYDRA;MERCEDES;RR;8,000.00;;
IMELDA AVENUE;;RR;8,000.00;;
JUNO;MAKATI AVE;RR;8,000.00;;
JUNO ORBIT;;RR;8,000.00;;
JUPITER;;CR;11,500.00;;
LEO;EDSA;RR;8,000.00;;
LIBRA;;RR;8,000.00;;
MAKATI AVE;;CR;15,000.00;;
MAKATI AVE. JUNO;MAKATI AVE.;RR;11,500.00;;
MAKATI BEL AIR CONDO;;RC;10,000.00;;
MARS;MERCEDES;RR;8,000.00;;
MERCEDES;;RR;8,000.00;;
MERCURY;JUPITER;RR;8,000.00;;
MIDLAND CONDO;;RC;10,000.00;;
NEPTUNE;MAKATI AVE;RR;8,000.00;;
ORBIT;;RR;8,000.00;;
ORBIT JUPITER;BUENDIA;RR;8,000.00;;
ORION;;RR;8,000.00;;
P BURGOS;;RR;8,000.00;;
P DE ROXAS;;CR;15,000.00;;
PLANET;MERCEDES;RR;8,000.00;;
POLARIS;;RR;8,000.00;;
REPOSO;;RR;8,000.00;;
SATURN;JUPITER;RR;8,000.00;;
SOLAR;;RR;8,000.00;;
STELLA;;RR;8,000.00;;
TAURUS;;RR;8,000.00;;
TRAVELLERS INN;;RC;10,000.00;;
VIRRA CONDO;CONDO;RC;13,500.00;;
ZODIAC;;RR;8,000.00;;
ZODIAC ADALLA;EDSA;RR;8,000.00;;
BARANGAY:;CARMONA;;;;
A P REYES;;CR;3,000.00;;
CRYSTAL;;RR;2,000.00;;
D. VILLENA;;RR;2,000.00;;
DIZON;;RR;2,000.00;;
E. ARPELLEDA;;RR;2,000.00;;
E. PASCUA;;RR;2,000.00;;
ENRIQUE;;RR;2,000.00;;
ESTRELLA;;RR;2,000.00;;
FATIMA;;RR;2,000.00;;
GENITO;;RR;2,000.00;;
GUIZON;;RR;2,000.00;;
H. GARCIA;;RR;2,000.00;;
H. SANTOS;;RR;2,000.00;;
HIPODROMO;;RR;2,000.00;;
MENDOZA;P. TAMO;RR;2,000.00;;
P. DOMINGO;;RR;2,000.00;;
P. TAMO;;RR;2,000.00;;
PASEO DE ROXAS;;RR;2,000.00;;
PERRY;;RR;2,000.00;;
RODRIGUEZ;;RR;2,000.00;;
T. MAGSAYSAY;;RR;2,000.00;;
BARANGAY:;FORBES PARK;;;;
AGOHO;;RR;10,000.00;;
ANAHAW;EDSA;RR;10,000.00;;
BALETE;;RR;10,000.00;;
BANABA;PASAY RD.;RR;10,000.00;;
BANYAN;;RR;10,000.00;;
BAUHINIA;;RR;10,000.00;;
BUENDIA;;RR;10,000.00;;
CAMBRIDGE CIRCLE;EDSA;RR;10,000.00;;
DAPDAP;EDSA;RR;10,000.00;;
FLAME TREE;;RR;10,000.00;;
HARVARD;;RR;10,000.00;;
INSTIA;;RR;10,000.00;;
JACARANDA;;RR;10,000.00;;
KAMAYAN;;RR;10,000.00;;
KASIYAHAN CONDO;;RC;13,000.00;;
MAHOGANY MOLAVE;PASAY RD.;RR;10,000.00;;
MCKINLEY;PASAY RD.;RR;10,000.00;;
MOLAVE;;RR;10,000.00;;
NARRA;PASAY RD.;RR;10,000.00;;
PALM AVE.;;RR;10,000.00;;
PANDAN;;RR;10,000.00;;
PARK RD.;;RR;10,000.00;;
PILI;PASAY RD.;RR;10,000.00;;
PILI PALM;PASAY RD.;RR;10,000.00;;
QUINGUA;;RR;10,000.00;;
TALISAY;;RR;10,000.00;;
TAMARIND;PASAY RD.;RR;10,000.00;;
TANGUILE;;RR;10,000.00;;
BARANGAY:;GUADALUPE NUEVO;;;;
ANTIPOLO;;RR;2,500.00;;
ASANDA;;RR;2,500.00;;
BALAGTAS;;RR;2,500.00;;
BATAAN;EDSA;RR;2,500.00;;
BENOISE;;RR;2,500.00;;
BUENCONSEJO;;RR;2,500.00;;
C. DELA FE;;RR;2,500.00;;
CAMINO;;RR;2,500.00;;
CAPAS;;RR;2,500.00;;
CAPITAN;;RR;2,500.00;;
COMMERCIO;EDSA;RR;2,500.00;;
CORREGIDOR;EDSA;RR;2,500.00;;
DAPITAN;;RR;2,500.00;;
DELA PAZ;;RR;2,500.00;;
E JACINTO;;RR;2,500.00;;
EDSA;;CR;10,000.00;;
ESCUELA;;RR;2,500.00;;
FELIPE;;RR;2,500.00;;
GABONG;;RR;2,500.00;;
GOV. NOBLE;;RR;2,500.00;;
KALAYAAN IMELDA AVE.;;CR;5,000.00;;
LA BANDA;;RR;2,500.00;;
LA CONSOLACION;;RR;2,500.00;;
LAKANDULA;;RR;2,500.00;;
MACTAN;;RR;2,500.00;;
MAGALLANES;;RR;2,500.00;;
MANGAHAN;;RR;2,500.00;;
MASILANG;;RR;2,500.00;;
MERCEDES;;RR;2,500.00;;
NSTRA SRA ANTIPOLO;;RR;2,500.00;;
NSTRA SRA DE GUADALUPE;;RR;2,500.00;;
NSTRA SRA DE URDANETA;;RR;2,500.00;;
NSTRA SRA DEL CARMEN;;RR;2,500.00;;
ORENSE;;RR;2,500.00;;
P. BURGOS;;RR;2,500.00;;
P. BURGOS;;CR;8,000.00;;
P. URDANETA;;RR;2,500.00;;
P. VICTOR;;RR;2,500.00;;
PALAWAN;;RR;2,500.00;;
R. MAGSAYSAY;EDSA;RR;2,500.00;;
RAON;;RR;2,500.00;;
REPOSO;;RR;2,500.00;;
RETIRO;;RR;2,500.00;;
SAMPAGUITA;;RR;2,500.00;;
SAN NICOLAS;;RR;2,500.00;;
SGT F YABUT;EDSA;RR;2,500.00;;
SANTA RITA;;RR;2,500.00;;
STATE CONDO;;RC;10,000.00;;
TRINIDAD;;RR;2,500.00;;
VISAYA;EDSA;RR;2,500.00;;
YABUT CIRCLE;EDSA;RR;2,500.00;;
YABUT CIRCLE;EDSA;APD;0.00;N-NW = Dapitan Street E-SE = Masilang, Mercedes & Visayas, with Mercedes connecting Masilang   & Visayas W-SW = Jacinto, Mercedes and Sgt. Yabut, with Mercedes Connecting Jacinto  and Sgt. Yabut;
BARANGAY:;GUADALUPE VIEJO;;;;
ADALLA;;RR;3,000.00;;
AMAPOLA;;RR;3,000.00;;
ANTIPOLO;J. P. RIZAL;RR;3,000.00;;
AZUCENA;EDSA;RR;3,000.00;;
BERNARDINA;;RR;3,000.00;;
BERNARDINO;;RR;3,000.00;;
BERNARDO;;RR;3,000.00;;
CAMIA;;RR;3,000.00;;
CARBALLO;;RR;3,000.00;;
CHAMPACA;;RR;3,000.00;;
CORONADO;;RR;3,000.00;;
EDSA;;CR;10,000.00;;
ESTRELLA;;RR;3,000.00;;
GONZALES;;RR;3,000.00;;
GUMAMELA;;RR;3,000.00;;
ILANG ILANG;;RR;3,000.00;;
J. P. RIZAL;;CR;8,500.00;;
JASMIN;J. P. RIZAL;RR;3,000.00;;
LIRIO;;RR;3,000.00;;
LIRIO APT.;J. P. RIZAL;RC;6,000.00;;
MILEGUAS;J. P. RIZAL;RR;3,000.00;;
PALMYRA COND;;RC;10,000.00;;
PROGRESO I  II;;RR;3,000.00;;
RAFAEL PALMA;;RR;3,000.00;;
ROSAL;;RR;3,000.00;;
SAN BERNARDINO;;RR;3,000.00;;
TRINIDAD;;RR;3,000.00;;
BARANGAY:;KASILAWAN;;;;
BENITEZ;;RR;1,900.00;;
CAGAYAN;;RR;1,900.00;;
CARIDAD;;RR;1,900.00;;
CN 10;;RR;1,900.00;;
CN 8;;RR;1,900.00;;
CN 9;;RR;1,900.00;;
D. BENITO;;RR;1,900.00;;
D. QUIZON;J. P. RIZAL;RR;1,900.00;;
DEL PAN;;RR;1,900.00;;
DOMINGO;;RR;1,900.00;;
DOMINGO P;;RR;1,900.00;;
ESPERANZA;;RR;1,900.00;;
EVANGELISTA;;RR;1,900.00;;
