KALBARYO;J P RIZAL-KAGITINGAN;I;2,500.00;
KALUPI;;RR;2,500.00;
KANDILI;;RR;2,500.00;
KASI (CHASE);J M BASA-CALDERON;RR;2,500.00;
KATIPUNAN;M ROXAS-JUSTA;RR;2,500.00;
LEGASPI;J P RIZAL-GEN SANTOS;RR;2,500.00;
M. H. DEL PILAR;OLD J RIZAL-N ROXAS;CR;6,400.00;
M. H. DEL PILAR;OLD J RIZAL-N ROXAS;RR;3,750.00;
M. ROXAS;OLD J RIZAL-N ROXAS;CR;6,400.00;
M. ROXAS;OLD J RIZAL-N ROXAS;RR;3,750.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;CR;8,750.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;RR;5,500.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;I;5,500.00;
N. ROXAS;E DELA PAZ-SHOE AVE;CR;5,750.00;
N. ROXAS;E DELA PAZ-SHOE AVE;RR;3,500.00;
N. ROXAS;E DELA PAZ-SHOE AVE;I;3,250.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;CR;6,400.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;RR;4,000.00;
SANTOLAN;PASIG-MARCOS HIWAY;CR;6,750.00;
SANTOLAN;PASIG-MARCOS HIWAY;RR;4,000.00;
SANTOLAN;PASIG-MARCOS HIWAY;I;4,000.00;
TAMBANGAN;;RR;3,250.00;
TAMBULI;;RR;3,000.00;
TAYUG;PASIG-MAGHIHINTAY;CR;6,400.00;
TAYUG;PASIG-MAGHIHINTAY;RR;3,000.00;
TAYUG;PASIG-MAGHIHINTAY;I;3,000.00;
ALL OTHER STREETS;;RR;2,500.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;CONCEPCION I;;;
A DE GUZMAN;J P RIZAL-BANTAYOG;RR;2,900.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;RR;3,500.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;I;3,500.00;
A GUISIMA (A GUEVARA);J MOLINA AVE-CANDAZO;RR;3,100.00;
A RODRIGUEZ SUBD;;RR;2,900.00;
A TINIO SUBD;;RR;2,000.00;
ARANETA SUBD;;RR;2,600.00;
BG SILANG (SHOE AVE);;RR;3,000.00;
BANGKAAN;;RR;2,900.00;
BANTAYOG;SHOE AVE-F BALTAZAR;RR;3,000.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;CR;8,000.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;RR;6,000.00;
BAYBAY;;RR;3,250.00;
BENEDICTO COMPOUND;;RR;3,250.00;
BETTER HOMES;;RR;2,100.00;
BULIRAN HOMES;;RR;2,500.00;
BURGOS PANGILINAN;;RR;2,600.00;
BUTIHIN;J P RIZAL-BANTAYOG;RR;2,650.00;
CANDAZO;;RR;3,200.00;
CEPEDA;;RR;3,300.00;
CEPEDA;;I;3,300.00;
DAANG BAKAL (GSIS);;RR;2,900.00;
COL DIVINO;;RR;3,250.00;
CONCEPCION SUBD;;RR;2,750.00;
COUNTRY SIDE SUBD;;RR;2,000.00;
C. BAUTISTA;;RR;2,000.00;
C. CRUZ TO BANGKAAN;;RR;2,000.00;
CRISTINA SUBD;;RR;2,000.00;
E EUSTAQUIO;B BAYANAN AVE-MOLAVE;RR;2,000.00;
D MARIANO;;RR;3,300.00;
D MARIANO;;I;3,300.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;CR;4,800.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;RR;4,150.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;I;4,150.00;
E SANTOS;;RR;3,600.00;
E SANTOS;;CR;4,000.00;
EXEQUIEL;;RR;3,250.00;
F TORRES;CEPEDA-CANDAZO;RR;3,250.00;
FAIRLANE SUBD;;RR;2,500.00;
FARMERS 1;;RR;3,100.00;
FRIENDLY VILL 1, 2;;RR;2,400.00;
G CRUZ (F BALTAZAR);;RR;3,000.00;
GOODRICH VILLAGE;;RR;2,150.00;
GREENHEIGHTS SUBD;;RR;2,650.00;
GREENHEIGHTS SUBD;;RC;12,000.00;
GSIS SUBD/SHOE AVE(D.BAKAL);;RR;2,500.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;RR;3,100.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;I;3,100.00;
J MOLINA;J P RIZAL-KATIPUNAN;RR;3,700.00;
J P RIZAL;MALAYA-KINGSWAY;CR;6,000.00;
J P RIZAL;MALAYA-KINGSWAY;RR;4,500.00;
J P RIZAL;MALAYA-KINGSWAY;I;4,500.00;
KALAW;;RR;3,350.00;
KATIPUNAN;J MOLINA AVE-7TH ST;CR;4,000.00;
KATIPUNAN;J MOLINA AVE-7TH ST;RR;3,500.00;
I DE GUZMAN;CEPEDA-B BAYANAN AVE;RR;2,500.00;
LA VISTA SUBD;;RR;7,100.00;
LADISLAW DIWA;;RR;3,350.00;
LAPU LAPU;J P RIZAL-BANGKAAN;RR;3,000.00;
LIBIS;;RR;2,100.00;
LOYOLA GRAND VILLAS;;RR;8,500.00;
MAJESTIC SUBD;;RR;2,750.00;
MARIKINA GREENHEIGHTS;;RR;2,750.00;
MARIKIT HOMES;;RR;2,850.00;
ORO VISTA SUBD;;RR;3,500.00;
PALIPARAN SUBD;;RR;3,250.00;
PARALUMAN ST.;;RR;3,250.00;
PARAISO;;RR;3,250.00;
R SANTOS;EXEQUIEL-B BAYANAN;RR;3,600.00;
ROSITAVILLE;;RR;2,650.00;
SAN ISIDRO VILL 1 & 2;;RR;3,000.00;
SAN ISIDRO SUBD  1;;RR;2,500.00;
SIMEONA SUBD;;RR;2,600.00;
ST CLAIRE SUBD 1, 2;;RR;2,750.00;
STA. TERESITA VILLAGE;;RR;2,750.00;
STRIP 70 SUBD;;RR;3,500.00;
SUMMER HOMES;;RR;2,250.00;
TEODORA PARK SUBD;;RR;3,250.00;
TINIO COMPOUND;;RR;2,250.00;
TORRES BUGALLON;;RR;3,250.00;
TWINVILLE SUBD;;RR;4,250.00;
WANAMAKER;;RR;3,300.00;
ALL OTHER STREETS;;RR;1,550.00;
ALL OTHER STREETS;;CR;3,900.00;
ALL OTHER STREETS;;GP;1,000.00;
BALANAN TOWNHOUSE (CCT);;RC;11,200.00;
VENICE BALANAN (CCT);;RC;12,000.00;
ALL OTHER CONDOMINIUMS (CCT);;RC;18,000.00;
ALL OTHER CONDOMINIUMS (CCT);;CC;25,000.00;
ALL OTHER TOWNHOUSES (CCT);;RC;15,000.00;
ALL OTHER TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;CONCEPCION II;;;
BONANZA;;RR;3,100.00;
BONITA HOMES;;RR;3,000.00;
CHAMPAGNAT AVENUE;MOLAVE-BONANZA;RR;3,400.00;
CONCEPCION REALTY;;RR;2,750.00;
HACIENDA HEIGHTS SUBD;;RR;2,750.00;
J M PANGANIBAN;;RR;2,750.00;
KAHAGASAN;;RR;2,750.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;CR;6,500.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;RR;3,300.00;
LILAC;;CR;3,700.00;
LILAC;;RR;3,250.00;
MAGAT SALAMAT;;RR;2,750.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;CR;3,750.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;RR;3,250.00;
OLIVE;;RR;3,000.00;
PANORAMA;;CR;3,700.00;
PANORAMA;;RR;3,250.00;
PIO DEL PILAR;;RR;2,750.00;
PURPLE;;RR;3,250.00;
RAINBOW;LILAC-KATIPUNAN;RR;2,900.00;
RAINBOW;LILAC-KATIPUNAN;CR;3,500.00;
RANCHO ESTATE I;;RR;2,750.00;
RANCHO ESTATE II;;RR;2,750.00;
RANCHO ESTATE III;;RR;2,750.00;
RANCHO ESTATE IV;;RR;2,750.00;
RIMVIEW PARK;;RR;2,750.00;
RUSSET;;RR;2,750.00;
SCARLET;;RR;2,950.00;
SSS VILLAGE I;;RR;2,750.00;
SSS VILLAGE II;;RR;2,750.00;
SSS VILLAGE III;;RR;2,750.00;
TAN (INT. TANGERINE);;RR;2,750.00;
ALL OTHER STREETS;;RR;1,500.00;
ALL OTHER STREETS;;CR;3,250.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;INDUSTRIAL VALLEY;;;
DON JUAN SUBD;;RR;4,750.00;
J A SANTOS;PRES ROXAS-QUIRINO;RR;6,000.00;
JUSTICE ARELLANO;PRES ROXAS-QUIRINO;RR;6,000.00;
JUSTICE TUAZON;PRES OSMENA-DIZON;RR;6,000.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;CR;8,000.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;RR;6,000.00;
MARCOS HIWAY;;CR;7,000.00;
MARCOS HIWAY;;RR;6,000.00;
MONTE VISTA SUBD;;RR;7,000.00;
CINCO HERMANOS SUBD;;RR;6,000.00;
PRES E AGUINALDO;J P LAUREL-QUIRINO;RR;6,000.00;
PRES J P LAUREL;DIZON-M L QUEZON;RR;6,000.00;
PRES M L QUEZON;;RR;6,000.00;
PRES MAGSAYSAY;;RR;6,000.00;
PRES MARCOS;;RR;6,000.00;
PRES S OSMENA JR;;RR;6,000.00;
PRES E QUIRINO;J A SANTOS-QUEZON;RR;6,000.00;
PRES M ROXAS;J A SANTOS-QUEZON;RR;6,000.00;
SITIO OLANDES;;RR;1,800.00;
ALL OTHER STREETS;;RR;2,500.00;
ALL OTHER STREETS;;CR;5,750.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;JESUS DELA PENA;;;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;CR;7,000.00;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;RR;5,250.00;
A FLORES;GEN MALVAR-L JAENA;RR;2,900.00;
ASUNCION;P ZAMORA-CAPT SINDO;RR;2,950.00;
CAPT SINDO;GEN MALVAR-BONIFACIO;RR;2,900.00;
GEN JULIAN;L JAENA-A BONIFACIO;RR;2,950.00;
GEN MALVAR;;RR;2,900.00;
GEN MALVAR;;CR;3,250.00;
HALINA;L JAENA-A BONIFACIO;RR;2,900.00;
LAZARO;GEN MALVAR-A FLORES;RR;3,000.00;
LOPEZ JAENA;;CR;4,900.00;
LOPEZ JAENA;;RR;2,900.00;
LOPEZ JAENA;;I;4,200.00;
P ZAMORA;GEN MALVAR-BONIFACIO;RR;2,900.00;
PROVIDENT VILL;;RR;3,500.00;
ST MARY AVE,PROVIDENT VUL;BONIFACIO-RIVERSIDE;RR;4,750.00;
ST MARY AVE,PROVIDENT VUL;BONIFACIO-RIVERSIDE;CR;5,000.00;
TAVERA (KAP SINDO);;RR;3,000.00;
T. CLAUDIO ST;;RR;2,200.00;
TIRIGUHAN;L JAENA-A BONIFACIO;RR;2,600.00;
ALL OTHER STREETS;;RR;2,250.00;
ALL OTHER STREETS;;CR;4,900.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;MALANDAY;;;
BULELAK (APD);;RR;2,150.00;
DR J P RIZAL;DIAMOND-AGOHO;CR;8,000.00;
DR J P RIZAL;DIAMOND-AGOHO;RR;6,000.00;
;ROOSEVELT COLLEGE;X;8,000.00;
EMERALD VILLAGE;;RR;3,350.00;
FILIPINAS VILLAGE;;RR;3,250.00;
FILIPINAS VILLAGE;;CR;3,500.00;
GUEVARRA COMPOUND;;RR;2,500.00;
GUMAMELA;SAMPAGUITA VILLAGE;RR;3,500.00;
LA VISTA;;RR;9,000.00;
LOYOLA GRAND VILLAS 3,4, & 5;;RR;7,500.00;
LUZON;SAMPAGUITA VILLAGE;RR;3,500.00;
MALAYA;;CR;5,500.00;
MALAYA;;RR;3,250.00;
MALAYA;;I;3,750.00;
MINAHAN INT (APD);;RR;2,150.00;
MIRASOL;MBLA COURT;RR;3,250.00;
MBLA COURT;;RR;3,800.00;
MBLA COURT;PARKLAND SUBD;RR;3,800.00;
NHA HOUSING;;RR;2,500.00;
PARKLAND;;RR;3,250.00;
PERPETUAL DRIVE;;RR;3,000.00;
ROSAL;SAMPAGUITA VILLAGE;RR;3,500.00;
SAMPAGUITA ST;;RR;3,000.00;
SAMPAGUITA VILLAGE;;RR;3,500.00;
SAMPAGUITA VILLAGE;MALAYA ST;APD;3,500.00;
SAN DIEGO COMPOUND;;RR;3,350.00;
SIASOCO CPD;;RR;3,350.00;
STA. TERESITA VILLAGE;;RR;3,350.00;
SUNNY SQUARE SUBD;;RR;3,350.00;
VALENTINO SUBD;;RR;2,900.00;
VISAYA ST.;FILIPINAS VILLAGE;RR;3,250.00;
ALL OTHER STREETS;;RR;2,000.00;
;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;MARIKINA HEIGHTS;;;
APITONG ST;CHAMPAGNAT-BALAGTAS;RR;2,700.00;
;MARIST SCH FOR BOYS;X;3,250.00;
BALAGTAS;;RR;3,000.00;
BALAGTAS;;I;3,000.00;
BAYAN BAYANAN AVE;CONCEP BDRY-MOLAVE;CR;7,000.00;
BAYAN BAYANAN AVE;J.P.RIZAL-L.DEGUZMAN;CR;7,500.00;
BAYAN BAYANAN AVE;J.P.RIZAL-L.DEGUZMAN;RR;6,250.00;
;MOLAVE-KALAYAAN AVE;CR;6,400.00;
;;RR;5,400.00;
;OUR LADY SOCCOUR SCH;X;4,900.00;
BONANZA ST;;RR;3,000.00;
CHAMPACA ST;EAST DR-VILLA GRANDE;RR;2,650.00;
CHAMPAGNAT AVE;MOLAVE-BONANZA;RR;3,000.00;
CHAMPAGNAT AVE;MOLAVE-BONANZA;CR;3,500.00;
;MARIST SCH FOR BOYS;X;3,350.00;
DAO ST;B BAYANAN-WEST DRIVE;RR;2,750.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;CR;5,200.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;RR;3,000.00;
EAST DRIVE ST;KALAYAAN-TANGUILE;RR;3,250.00;
EAST DRIVE ST;KALAYAAN-TANGUILE;CR;3,500.00;
;ST SCHOLASTICA COLL;X;3,500.00;
F BALAGTAS AVE;NARRA-TANGUILE;RR;3,000.00;
IPIL ST;KATIPUNAN-J RIZAL;RR;2,750.00;
KALAYAAN;;RR;3,000.00;
KALAYAAN;;CR;5,000.00;
KATIPUNAN;KALAYAAN-MOLAVE;RR;3,000.00;
LADISLAO DIWA;;RR;3,000.00;
LA MILAGROSA SUBD;;RR;2,250.00;
LAKANDULA ST;KALAYAAN-MOLAVE;RR;2,750.00;
LIWASANG KALAYAAN;;RR;4,000.00;
LOPE K SANTOS ST;KALAYAAN-MOLAVE;RR;2,900.00;
MALIPAJO;;RR;2,750.00;
MARIST ROAD;APITONG-CHAMPACA;RR;3,500.00;
MARIST SCH FOR BOYS;;X;3,500.00;
MARIST VILLAGE;;RR;3,000.00;
MOLAVE ST;KATIPUNAN-J RIZAL;CR;5,200.00;
MOLAVE ST;KATIPUNAN-J RIZAL;RR;3,650.00;
NARRA ST;B BAYANAN AVE-MOLAVE;RR;2,900.00;
;ST SCHOLASTICA COLL;X;3,500.00;
PALMERA HOMES;;RR;3,500.00;
T BUGALLON ST;;RR;3,100.00;
TANGUILE ST;F BALAGTAS-CHAMPACA;RR;2,000.00;
VILLA GRANDE DRIVE;;RR;3,000.00;
WEST DRIVE;KALAYAAN-MOLAVE;RR;2,900.00;
;STA SCHOLASTICA COLL;X;3,500.00;
ALL OTHER STREETS;;RR;1,500.00;
ALL OTHER STREETS;;CR;6,000.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;NANGKA;;;
ANASTACIA SUBD;;RR;2,250.00;
BAGONG SILANG;;RR;2,500.00;
BALUBAD UPPER;;RR;2,600.00;
BALUBAD LOWER;BANGKAL-BANABA;RR;1,600.00;
BALUBAD LOWER;J.P.RIZAL-BANGKAL;CR;2,500.00;
FAIRLANE SUBD;;RR;2,500.00;
J P RIZAL;;CR;6,250.00;
J P RIZAL;;RR;3,500.00;
J P COMPOUND;;RR;2,750.00;
MABINI;;RR;2,600.00;
MABUHAY;MITHI-MAKABAYAN;RR;1,900.00;
MAKABAYAN;;RR;1,900.00;
MARIKINA HEIGHTS III & IV;;RR;2,000.00;
MARIKINA GREENLAND I  & II;;RR;2,400.00;
MARIKINA VILLAGE;;RR;2,400.00;
MIRA VERDE;;RR;2,000.00;
MITHI;;RR;1,700.00;
PERMALINE COMPOUND;;RR;3,000.00;
ST BENEDICT SUBD;;RR;2,000.00;
ST MARYS SUBD;;RR;1,800.00;
TIERRA VISTA SUBD;;RR;1,500.00;
TWIN RIVER SUBD I  & II;;RR;1,450.00;
TWIN VILLE (HOMESITE);;RR;1,450.00;
ALL OTHER STREETS;;RR;1,400.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;PARANG;;;
A DE GUZMAN;;RR;2,800.00;
A TINIO SUBD;;RR;2,500.00;
ANADEL'S SUBD.(ANNABEL SUBD);;RR;2,650.00;
AZUCENA;;I;2,250.00;
AZUCENA;;RR;1,500.00;
BAGONG SILANG;BANGKAAN-CINNABAN;RR;2,250.00;
BALETE ST. (BALETE DRIVE);;RR;2,150.00;
BALETE ST. (BALETE DRIVE);;I;2,200.00;
BONANZA SUBD;;RR;2,750.00;
BOY'S TOWN COMPLEX;;GL;GOVERNMENT LAND;
C M RECTO ST;PARALUMAN-BALETE DR;RR;2,750.00;
C M RECTO ST;;I;2,750.00;
C M RECTO ST;;CR;3,000.00;
CHAMPACA;C M RECTO-TANGUILE;RR;5,200.00;
CHAMPACA;C M RECTO-TANGUILE;CR;3,000.00;
CHAMPACA;C M RECTO-TANGUILE;I;2,000.00;
LA CONSOLACION VIL (CONSOLACION VILL);;RR;1,800.00;
EL ROSARIO (DEL ROSARIO VILL);;RR;1,500.00;
DIEGO SILANG ST;J LUNA-G DEL PILAR;RR;2,750.00;
DONA AURORA ST;PARALUMAN-RODRIGUEZ;RR;2,550.00;
E RODRIGUEZ ST;C M RECTO-LAPU-LAPU;RR;2,550.00;
ECHOE VILLAGE (ECOVILLE SUBD);;RR;2,600.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;RR;3,150.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;CR;3,500.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;I;3,500.00;
G DEL PILAR;MOLAVE-KAOLIN;RR;2,200.00;
G DEL PILAR;MOLAVE-KAOLIN;CR;3,500.00;
GEN MENEZ;MOLAVE-PARAISO;RR;2,600.00;
GOMEZ ST;;RR;1,500.00;
HEN. LLANERA;MOLAVE-PARAISO;RR;2,600.00;
HERBOSA;;APD;1,500.00;
HOMEPOINT VILLAGE;;RR;2,000.00;
J LUNA ST;C M RECTO-ESTATE;RR;2,600.00;
JEM SUBD;;RR;1,600.00;
JULIETA SUBD;;RR;1,500.00;
LA COLINA SUBD;;RR;1,500.00;
LAKANDULA ST;PARALUMAN-RODRIGUEZ;RR;2,750.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;CR;6,150.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;RR;3,500.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;I;3,500.00;
M TUAZON ST;;RR;3,350.00;
M TUAZON ST;;I;3,000.00;
MAGSAYSAY;G DEL PILAR-BALAGTAS;RR;1,800.00;
MANACOP ST;;RR;1,500.00;
MANUEL L QUEZON ST;PARALUMAN-RODRIGUEZ;RR;3,100.00;
METEOR HOMES;;RR;1,500.00;
MOLAVE;HEN LLANERA-BALAGTAS;RR;3,200.00;
MONTEREY SUBD;;RR;1,200.00;
PALARIS;;RR;2,900.00;
PANDAY PIRA;;RR;2,900.00;
PARAISO ST;BAGONG SILANG-MOLAVE;RR;2,900.00;
;;APD;1,500.00;
PARALUMAN ST;PARAISO-C M RECTO;RR;2,900.00;
PARANG SUBD I & II;;RR;3,100.00;
PARNASO;;RR;1,800.00;
PATERNO;G DEL PILAR-M TUAZON;RR;1,800.00;
PILAPIL;;RR;1,800.00;
PINKIAN;;RR;1,800.00;
PERMALINE COMPOUND;;RR;2,600.00;
RAHA MATANDA;SQUIBMAN SUBD;RR;2,750.00;
RAHA SOLIMAN ST;J LUNA-M TUAZON;RR;2,750.00;
R. PALMA ST;;RR;2,750.00;
SANTAN;C M RECTO-CHAMPACA;RR;2,600.00;
SANTAN;ICC - CHAMPACA;RR;2,000.00;
SQUIBMAN SUBD;R MATANDA-G DEL PILAR;RR;2,900.00;
SUMULONG;;RR;2,750.00;
SUNNYVILLE 1 & 2;;RR;1,800.00;
TANDANG SORA ST;SQUIBMAN SUBD;RR;2,750.00;
TANGUILE ST;;RR;2,750.00;
TANGUILE ST;;I;2,500.00;
TWIN RIVER SUBD 2;;RR;1,400.00;
VICTORIA COMPOUND;;RR;1,500.00;
VICTORIA HILLS;;RR;2,600.00;
VISTA NILA HOMES;;RR;1,400.00;
ZAMORA;;APD;1,250.00;
ZAMORA;;RR;2,500.00;
DAGOHOY ST.;;RR;1,800.00;
SAN MIGUEL REALTY;;RR;1,500.00;
RIVERDALE SUBD.;;RR;2,900.00;
BALETE UPPER & LOWER;;RR;1,500.00;
RIVERSIDE VIEW (RELOCATION);;RR;2,900.00;
DUPLEX COMPOUND 1,2 & 3;;RR;2,400.00;
ALL OTHER STREETS;;RR;1,150.00;
ALL OTHER STREETS;;GP;1,000.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;SAN ROQUE;;;
A MABINI;J P RIZAL-V GOMEZ;CR;5,750.00;
A MABINI;J P RIZAL-V GOMEZ;RR;4,500.00;
A TUAZON AVE;;CR;8,350.00;
A TUAZON AVE;;RR;6,050.00;
B STA ANA;J P RIZAL-SHOE AVE;RR;3,000.00;
B STA ANA;J P RIZAL-SHOE AVE;I;3,000.00;
CAPT MIYONG;SHOE AVE-A SANTOS;CR;5,750.00;
CAPT MIYONG;SHOE AVE-A SANTOS;RR;2,500.00;
D VICTORINO;J P RIZAL-SHOE AVE;RR;2,500.00;
DIEGO SILANG;SANTISIMO-J A SANTOS;RR;2,500.00;
DEGUANGCO;;RR;3,350.00;
E DELA PAZ;J P RIZAL-V GOMEZ;CR;6,000.00;
E DELA PAZ;J P RIZAL-V GOMEZ;RR;5,000.00;
H. ROXAS;;RR;2,500.00;
I MENDOZA;;CR;6,000.00;
I MENDOZA;;RR;2,500.00;
J A SANTOS;PRES ROXAS-SHOE AVE;RR;2,500.00;
J P RIZAL;N ROXAS-V GOMEZ;CR;6,250.00;
J P RIZAL;N ROXAS-V GOMEZ;RR;4,000.00;
MARCOS HIGHWAY;;CR;9,750.00;
MARIKINA EAST SUBD;;RR;3,000.00;
MIDTOWN MRKNA SUBD;;RR;3,200.00;
NEW MARIKINA SUBD (MT. VIEW VIL);;RR;3,000.00;
NICANOR ROXAS;;CR;6,400.00;
NICANOR ROXAS;;RR;4,500.00;
NICANOR ROXAS;;I;5,000.00;
PRES M ROXAS;J P RIZAL-N ROXAS;CR;5,500.00;
PRES M ROXAS;J P RIZAL-N ROXAS;RR;3,000.00;
PRES M ROXAS;J P RIZAL-N ROXAS;I;3,000.00;
PUREFOODS ROAD;;RR;1,800.00;
PUREFOODS ROAD;;I;1,800.00;
ROYAL VILLE SUBD;;RR;3,200.00;
