RDO:;RDO NO. 42 - SAN JUAN;;;(FORMERLY RDO NO. 31 MANDALUYONG-SAN JUAN);
FLORANTE;PINAGLABANAN ELEM;RR;1,800.00;;
GEN SAN LUIS;;RR;1,800.00;;
KALAYAAN;;RR;1,750.00;;
LAURA;PINAGLABANAN ELEM;RR;1,650.00;;
P VILLAMOR;F BLUMENTRITT;RR;1,650.00;;
P PASCUAL;F BLUMENTRITT;RR;1,700.00;;
REGIDOR;F BLUMENTRITT;RR;1,800.00;;
SAN LUIS;DOMINICAN COLLEGE;RR;1,800.00;;
T KALAW;F BLUMENTRITT;RR;1,750.00;;
V AGAN GEN P R SOTTO;F BLUMENTRITT;RR;1,800.00;;
CARRIEDO;A BONIFACIO;RR;1,600.00;;
DR EJERCITO;PINAGLABANAN ELEM;RR;1,500.00;;
VALENZUELA;F BLUMENTRITT;RR;1,550.00;;
VALENZUELA;;RR;1,450.00;;
VALENZUELA;;CR;2,500.00;;
BARANGAY:;WEST CRAME;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REV ZV.SQ/M;;
DÑA FILOMENA SUBD;;RR;1,350.00;;
ALL OTHER STREETS;;RR;1,300.00;;
ALL OTHER STREETS;;CR;1,650.00;;
APD;N -  SANTOLAN ROAD  E    -  FIRST WEST ST. AND WEST PROPERTY LINE OF CAMP CRAME EXTENDING TO ANNAPOLIS  W  -  THIRD WEST FROM SANTOLAN TO ROAD 1 TOWARD PROPERTY LINE OF GREENHILLS SUBDIVISION AND ROAD 2 EXTENDING  TO ANNAPOLIS     S   -    ANNAPOLIS STREET;APD;1,000.00;;
