RDO:;RDO NO. 51 - PASAY CITY;;;(Formerly RDO No. 33 - PASAY CITY);
PROVINCE:;NCR;;;;
CITY/MUNICIPALITY:;PASAY CITY;;;;
BARANGAY:;BRGY 1 ZONE 1;;;;
KUYEGKENG;;RR;3,000.00;;
ROXAS BLVD;;RR;12,000.00;;
ROXAS BLVD;;CR;15,000.00;;
ROXAS BLVD;;RC;0.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 2 ZONE 1;;;;
CONCEPCION;ROXAS BLVD-HARRISION;RR;3,000.00;;
F B HARRISON;;RR;5,000.00;;
F B HARRISON;;CR;6,000.00;;
KUYEGKENG;;RR;3,000.00;;
ROXAS BLVD;;RR;12,000.00;;
ROXAS BLVD;;CR;15,000.00;;
ROXAS BLVD;;RC;0.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 3 ZONE 1;;;;
CONCEPCION;ROXAS BLVD HARRISON;RR;3,000.00;;
COQUIOLAY;;RR;3,000.00;;
F B HARRISON;CONCEPCION SALUD;RR;5,000.00;;
F B HARRISON;CONCEPCION SALUD;CR;6,000.00;;
KUYEGKENG;;RR;3,000.00;;
LIMAN;;RR;2,000.00;;
ROXAS BLVD;CONCEPCION SALUD;RR;12,000.00;;
ROXAS BLVD;CONCEPCION SALUD;CR;15,000.00;;
ROXAS BLVD;CONCEPCION SALUD;RC;0.00;;
SALUD;ROXAS BLVD HARRISON;RR;3,000.00;;
TANGKIAN;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 14 ZONE 1;;;;
BARANGAY:;BRGY 15 ZONE 1;;;;
BARANGAY:;BRGY 16 ZONE 1;;;;
BARANGAY:;BRGY 17 ZONE 1;;;;
BARANGAY:;BRGY 4 ZONE 2;;;;
COQUIOLAY;;RR;3,000.00;;
F B HARRISON;SALUD N DEL ROSARIO;RR;5,000.00;;
F B HARRISON;SALUD N DEL ROSARIO;CR;6,000.00;;
KUYEGKENG;;RR;3,000.00;;
LIMAN;;RR;2,000.00;;
ROXAS BLVD;SALUD N DEL ROSARIO;RR;12,000.00;;
ROXAS BLVD;SALUD N DEL ROSARIO;CR;15,000.00;;
ROXAS BLVD;SALUD N DEL ROSARIO;RC;0.00;;
SALUD;ROXAS BLVD HARRISON;RR;3,000.00;;
TANGKIAN;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 5 ZONE 2;;;;
LOURDES;ROXAS BLVD HARRISON;RR;3,000.00;;
NRA SRA DEL ROSARIO;ROXAS BLVD HARRISON;RR;3,000.00;;
ROXAS BLVD;DEL ROSARIO LOURDES;RR;12,000.00;;
ROXAS BLVD;DEL ROSARIO LOURDES;CR;15,000.00;;
ROXAS BLVD;DEL ROSARIO LOURDES;RC;0.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 6 ZONE 2;;;;
DAPITAN;ROXAS BLVD HARRISON;RR;3,000.00;;
F B HARRISON;LOURDES DAPITAN;RR;5,000.00;;
F B HARRISON;LOURDES DAPITAN;CR;6,000.00;;
LOURDES;ROXAS BLVD HARRISON;RR;3,000.00;;
ROXAS BLVD;LOURDES DAPITAN;RR;12,000.00;;
ROXAS BLVD;LOURDES DAPITAN;CR;15,000.00;;
ROXAS BLVD;LOURDES DAPITAN;RC;0.00;;
ALL OTHER STREETS;;RR;2,000.00;;
ALL OTHER STREETS;** SEE PAGE 48;;;;
BARANGAY:;BRGY 7 ZONE 2;;;;
DAPITAN;ROXAS BLVD HARRISON;RR;3,000.00;;
F B HARRISON;DAPITAN SAN JUAN;RR;5,000.00;;
F B HARRISON;DAPITAN SAN JUAN;CR;6,000.00;;
ROXAS BLVD;DAPITAN SAN JUAN;RR;12,000.00;;
ROXAS BLVD;DAPITAN SAN JUAN;CR;15,000.00;;
ROXAS BLVD;DAPITAN SAN JUAN;RC;0.00;;
SAN JUAN;ROXAS BLVD HARRISON;RR;3,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
BARANGAY:;BRGY 8 ZONE 2;;;;
F B HARRISON;SAN JUAN PERLA;RR;5,000.00;;
F B HARRISON;SAN JUAN PERLA;CR;6,000.00;;
PERLA;ROXAS BLVD HARRISON;RR;3,000.00;;
ROXAS BLVD;SAN JUAN PERLA;RR;12,000.00;;
ROXAS BLVD;SAN JUAN PERLA;CR;15,000.00;;
ROXAS BLVD;SAN JUAN PERLA;RC;0.00;;
SAN JUAN;ROXAS BLVD HARRISON;RR;3,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
