RDO:;RDO NO. 27  - CALOOCAN CITY;;;;
PROVINCE:;NCR;;;;
CITY/MUNICIPALITY:;CALOOCAN CITY;;;;
BARANGAY:;1;;;;
GEN SN MIGUEL NORTH;AQUINO B NG KABATAAN;CR;8,820.00;;
GEN SN MIGUEL NORTH;B NG KABATAAN RAILROAD;CR;8,820.00;;
GEN SN MIGUEL NORTH;B NG KABATAAN RAILROAD;RR;7,000.00;;
P AQUINO EAST;SAN MIGUEL  MARCOS;RR;3,220.00;;
BISIG KABATAAN WEST;SAN MIGUEL  MARCOS;RR;3,220.00;;
RAILROAD WEST;SAN MIGUEL  FUENTES;RR;3,220.00;;
FUENTES;B NG KABATAAN  RAILROAD;RR;3,080.00;;
GUIA;B NG KABATAAN  RAILROAD;RR;3,080.00;;
ICASIANO;B NG KABATAAN  RAILROAD;RR;3,080.00;;
MARCOS;B NG KABATAAN  RAILROAD;RR;3,080.00;;
TORRE;B NG KABATAAN  RAILROAD;RR;3,080.00;;
ONRUBIA;B NG KABATAAN  RAILROAD;RR;3,080.00;;
SAN ROQUE;B NG KABATAAN  RAILROAD;RR;3,080.00;;
TAHAN;B NG KABATAAN  RAILROAD;RR;3,080.00;;
URSULA EAST;B NG KABATAAN  RAILROAD;RR;3,080.00;;
URSULA WEST;B NG KABATAAN  RAILROAD;RR;3,080.00;;
TAHAN WEST;B NG KABATAAN  RAILROAD;RR;3,080.00;;
TAHAN WEST;B NG KABATAAN  RAILROAD;;;;
BARANGAY:;2;;;;
DIZON;B NG KABATAAN RAILROAD;RR;3,080.00;;
CAYABYAB;B NG KABATAAN RAILROAD;RR;3,080.00;;
ESGUERRA;B NG KABATAAN RAILROAD;RR;3,220.00;;
FUENTES;RAILROAD B NG KABATAAN;RR;3,220.00;;
VILLA MARIA NORTH;DEL PILAR  P AQUINO;APD;1,400.00;;
M H DEL PILAR;V MARIA  MALABON BDRY;APD;1,400.00;;
L ASISTIO;VILLA MARIA  ESGUERRA;APD;1,400.00;;
GUIA;ASISTIO  B NG KABATAAN;APD;1,400.00;;
BARANGAY:;3;;;;
A. MABINI;SAN MIGUEL UNANG SIGAW;CR;10,640.00;;
A. MABINI;SAN MIGUEL UNANG SIGAW;RR;6,040.00;;
SAN MIGUEL NORTH;A. MABINI P AQUINO;CR;10,640.00;;
P AQUINO;S MIGUEL  UNANG SIGAW;RR;3,220.00;;
VILLA MARIA;A. MABINI P AQUINO;APD;1,400.00;;
LAKAS NG MARAMI;A. MABINI P AQUINO;APD;1,400.00;;
UNANG SIGAW;A. MABINI P AQUINO;APD;1,400.00;;
UNANG SIGAW;A. MABINI P AQUINO;;;;
BARANGAY:;4;;;;
A. MABINI;S. MIGUEL MALABON BDRY.;APD;1,400.00;;
GEN. SAN MIGUEL;A. MABINI MALABON BDRY.;APD;1,400.00;;
ALL OTHER STREETS;;APD;1,400.00;;
BARANGAY:;5;;;;
SAN MIGUEL SAMSON RD.;A. MABINI RAILROAD;CR;9,100.00;;
GEN. GERONIMO;A. MABINI RAILDROAD;RR;3,920.00;;
A MABINI EAST;S MIGUEL GEN GERONIMO;CR;9,100.00;;
A MABINI EAST;S MIGUEL GEN GERONIMO;RR;5,600.00;;
T BUGALLON;S MIGUEL GEN GERONIMO;CR;3,500.00;;
BUGALLON;S MIGUEL GEN GERONIMO;RR;3,500.00;;
F JACINTO;A MABINI  T BUGALLON;CR;3,920.00;;
F JACINTO;A MABINI  T BUGALLON;RR;3,300.00;;
ALL OTHER STREETS;;RR;3,360.00;;
ALL OTHER STREETS;;;;;
BARANGAY:;6;;;;
GEN. SAN MIGUEL SOUTH;J FELIPE ROTONDA;CR;8,120.00;;
GEN. SAN MIGUEL SOUTH;J FELIPE ROTONDA;RR;5,460.00;;
A MABINI WEST;ROTONDA  J RAMOS;CR;8,120.00;;
A MABINI WEST;ROTONDA  J RAMOS;RR;5,460.00;;
J FELIPE EAST;S MIGUEL  BRGY 6, 7;RR;3,080.00;;
J D REYES;FILI  NOLI;RR;3,080.00;;
NOLI;J D REYES  J FELIPE;RR;3,080.00;;
FILI;J D REYES  A MABINI;RR;3,080.00;;
J RAMOS;A MABINI  J FELIPE;RR;3,080.00;;
ALL OTHER STREETS;;RR;3,080.00;;
BARANGAY:;7;;;;
J FELIPE EAST;VELASCO J RAMOS EXT.;RR;3,080.00;;
J RAMOS;J FELIPE A MABINI;RR;3,080.00;;
VELASCO NORTH;J FELIPE  GEN LUNA;RR;3,080.00;;
A MABINI WEST;VELASCO  J RAMOS;CR;8,400.00;;
A MABINI WEST;VELASCO  J RAMOS;RR;5,180.00;;
ALL OTHER STREETS;;RR;2,740.00;;
ALL OTHER STREETS;;;;;
BARANGAY:;8;;;;
GEN. SAN MIGUEL;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
